Date,Country_Region,TargetValue
2020-04-05T00:00:00.000Z,Afghanistan,50
2020-04-06T00:00:00.000Z,Afghanistan,18
2020-04-07T00:00:00.000Z,Afghanistan,56
2020-04-08T00:00:00.000Z,Afghanistan,21
2020-04-09T00:00:00.000Z,Afghanistan,40
2020-04-10T00:00:00.000Z,Afghanistan,37
2020-04-11T00:00:00.000Z,Afghanistan,34
2020-04-12T00:00:00.000Z,Afghanistan,52
2020-04-13T00:00:00.000Z,Afghanistan,58
2020-04-14T00:00:00.000Z,Afghanistan,49
2020-04-15T00:00:00.000Z,Afghanistan,70
2020-04-16T00:00:00.000Z,Afghanistan,56
2020-04-17T00:00:00.000Z,Afghanistan,66
2020-04-18T00:00:00.000Z,Afghanistan,27
2020-04-19T00:00:00.000Z,Afghanistan,63
2020-04-20T00:00:00.000Z,Afghanistan,30
2020-04-21T00:00:00.000Z,Afghanistan,66
2020-04-22T00:00:00.000Z,Afghanistan,84
2020-04-23T00:00:00.000Z,Afghanistan,103
2020-04-24T00:00:00.000Z,Afghanistan,72
2020-04-25T00:00:00.000Z,Afghanistan,112
2020-04-26T00:00:00.000Z,Afghanistan,68
2020-04-27T00:00:00.000Z,Afghanistan,172
2020-04-28T00:00:00.000Z,Afghanistan,125
2020-04-29T00:00:00.000Z,Afghanistan,111
2020-04-30T00:00:00.000Z,Afghanistan,232
2020-05-01T00:00:00.000Z,Afghanistan,164
2020-05-02T00:00:00.000Z,Afghanistan,134
2020-05-03T00:00:00.000Z,Afghanistan,235
2020-05-04T00:00:00.000Z,Afghanistan,190
2020-05-05T00:00:00.000Z,Afghanistan,330
2020-05-06T00:00:00.000Z,Afghanistan,168
2020-05-07T00:00:00.000Z,Afghanistan,171
2020-05-08T00:00:00.000Z,Afghanistan,215
2020-05-09T00:00:00.000Z,Afghanistan,255
2020-05-10T00:00:00.000Z,Afghanistan,369
2020-05-11T00:00:00.000Z,Afghanistan,285
2020-05-12T00:00:00.000Z,Afghanistan,276
2020-05-13T00:00:00.000Z,Afghanistan,263
2020-05-14T00:00:00.000Z,Afghanistan,413
2020-05-15T00:00:00.000Z,Afghanistan,414
2020-05-16T00:00:00.000Z,Afghanistan,349
2020-05-17T00:00:00.000Z,Afghanistan,262
2020-05-18T00:00:00.000Z,Afghanistan,408
2020-05-19T00:00:00.000Z,Afghanistan,581
2020-05-20T00:00:00.000Z,Afghanistan,492
2020-05-21T00:00:00.000Z,Afghanistan,531
2020-05-22T00:00:00.000Z,Afghanistan,540
2020-05-23T00:00:00.000Z,Afghanistan,782
2020-05-24T00:00:00.000Z,Afghanistan,584
2020-05-25T00:00:00.000Z,Afghanistan,591
2020-05-26T00:00:00.000Z,Afghanistan,658
2020-05-27T00:00:00.000Z,Afghanistan,625
2020-05-28T00:00:00.000Z,Afghanistan,580
2020-05-29T00:00:00.000Z,Afghanistan,623
2020-05-30T00:00:00.000Z,Afghanistan,866
2020-05-31T00:00:00.000Z,Afghanistan,680
2020-06-01T00:00:00.000Z,Afghanistan,545
2020-06-02T00:00:00.000Z,Afghanistan,759
2020-06-03T00:00:00.000Z,Afghanistan,758
2020-06-04T00:00:00.000Z,Afghanistan,787
2020-06-05T00:00:00.000Z,Afghanistan,915
2020-06-06T00:00:00.000Z,Afghanistan,582
2020-06-07T00:00:00.000Z,Afghanistan,791
2020-06-08T00:00:00.000Z,Afghanistan,575
2020-06-09T00:00:00.000Z,Afghanistan,542
2020-06-10T00:00:00.000Z,Afghanistan,683
2020-01-23T00:00:00.000Z,Albania,0
2020-01-24T00:00:00.000Z,Albania,0
2020-01-25T00:00:00.000Z,Albania,0
2020-01-26T00:00:00.000Z,Albania,0
2020-01-27T00:00:00.000Z,Albania,0
2020-01-28T00:00:00.000Z,Albania,0
2020-01-29T00:00:00.000Z,Albania,0
2020-01-30T00:00:00.000Z,Albania,0
2020-01-31T00:00:00.000Z,Albania,0
2020-02-01T00:00:00.000Z,Albania,0
2020-02-02T00:00:00.000Z,Albania,0
2020-02-03T00:00:00.000Z,Albania,0
2020-02-04T00:00:00.000Z,Albania,0
2020-02-05T00:00:00.000Z,Albania,0
2020-02-06T00:00:00.000Z,Albania,0
2020-02-07T00:00:00.000Z,Albania,0
2020-02-08T00:00:00.000Z,Albania,0
2020-02-09T00:00:00.000Z,Albania,0
2020-02-10T00:00:00.000Z,Albania,0
2020-02-11T00:00:00.000Z,Albania,0
2020-02-12T00:00:00.000Z,Albania,0
2020-02-13T00:00:00.000Z,Albania,0
2020-02-14T00:00:00.000Z,Albania,0
2020-02-15T00:00:00.000Z,Albania,0
2020-02-16T00:00:00.000Z,Albania,0
2020-02-17T00:00:00.000Z,Albania,0
2020-02-18T00:00:00.000Z,Albania,0
2020-02-19T00:00:00.000Z,Albania,0
2020-02-20T00:00:00.000Z,Albania,0
2020-02-21T00:00:00.000Z,Albania,0
2020-02-22T00:00:00.000Z,Albania,0
2020-02-23T00:00:00.000Z,Albania,0
2020-02-24T00:00:00.000Z,Albania,0
2020-02-25T00:00:00.000Z,Albania,0
2020-02-26T00:00:00.000Z,Albania,0
2020-02-27T00:00:00.000Z,Albania,0
2020-02-28T00:00:00.000Z,Albania,0
2020-02-29T00:00:00.000Z,Albania,0
2020-03-01T00:00:00.000Z,Albania,0
2020-03-02T00:00:00.000Z,Albania,0
2020-03-03T00:00:00.000Z,Albania,0
2020-03-04T00:00:00.000Z,Albania,0
2020-03-05T00:00:00.000Z,Albania,0
2020-03-06T00:00:00.000Z,Albania,0
2020-03-07T00:00:00.000Z,Albania,0
2020-03-08T00:00:00.000Z,Albania,0
2020-03-09T00:00:00.000Z,Albania,2
2020-03-10T00:00:00.000Z,Albania,8
2020-03-11T00:00:00.000Z,Albania,2
2020-03-12T00:00:00.000Z,Albania,11
2020-03-13T00:00:00.000Z,Albania,10
2020-03-14T00:00:00.000Z,Albania,5
2020-03-15T00:00:00.000Z,Albania,4
2020-03-16T00:00:00.000Z,Albania,9
2020-03-17T00:00:00.000Z,Albania,4
2020-03-18T00:00:00.000Z,Albania,4
2020-03-19T00:00:00.000Z,Albania,5
2020-03-20T00:00:00.000Z,Albania,6
2020-03-21T00:00:00.000Z,Albania,6
2020-03-22T00:00:00.000Z,Albania,13
2020-03-23T00:00:00.000Z,Albania,15
2020-03-24T00:00:00.000Z,Albania,19
2020-03-25T00:00:00.000Z,Albania,23
2020-03-26T00:00:00.000Z,Albania,28
2020-03-27T00:00:00.000Z,Albania,12
2020-03-28T00:00:00.000Z,Albania,11
2020-03-29T00:00:00.000Z,Albania,15
2020-03-30T00:00:00.000Z,Albania,11
2020-03-31T00:00:00.000Z,Albania,20
2020-04-01T00:00:00.000Z,Albania,16
2020-04-02T00:00:00.000Z,Albania,18
2020-04-03T00:00:00.000Z,Albania,27
2020-04-04T00:00:00.000Z,Albania,29
2020-04-05T00:00:00.000Z,Albania,28
2020-04-06T00:00:00.000Z,Albania,16
2020-04-07T00:00:00.000Z,Albania,6
2020-04-08T00:00:00.000Z,Albania,17
2020-04-09T00:00:00.000Z,Albania,9
2020-04-10T00:00:00.000Z,Albania,7
2020-04-11T00:00:00.000Z,Albania,17
2020-04-12T00:00:00.000Z,Albania,13
2020-04-13T00:00:00.000Z,Albania,21
2020-04-14T00:00:00.000Z,Albania,8
2020-04-15T00:00:00.000Z,Albania,19
2020-04-16T00:00:00.000Z,Albania,24
2020-04-17T00:00:00.000Z,Albania,21
2020-04-18T00:00:00.000Z,Albania,9
2020-04-19T00:00:00.000Z,Albania,14
2020-04-20T00:00:00.000Z,Albania,22
2020-04-21T00:00:00.000Z,Albania,25
2020-04-22T00:00:00.000Z,Albania,25
2020-04-23T00:00:00.000Z,Albania,29
2020-04-24T00:00:00.000Z,Albania,15
2020-04-25T00:00:00.000Z,Albania,34
2020-04-26T00:00:00.000Z,Albania,14
2020-04-27T00:00:00.000Z,Albania,10
2020-04-28T00:00:00.000Z,Albania,14
2020-04-29T00:00:00.000Z,Albania,16
2020-04-30T00:00:00.000Z,Albania,7
2020-05-01T00:00:00.000Z,Albania,9
2020-05-02T00:00:00.000Z,Albania,7
2020-05-03T00:00:00.000Z,Albania,6
2020-05-04T00:00:00.000Z,Albania,8
2020-05-05T00:00:00.000Z,Albania,17
2020-05-06T00:00:00.000Z,Albania,12
2020-05-07T00:00:00.000Z,Albania,10
2020-05-08T00:00:00.000Z,Albania,8
2020-05-09T00:00:00.000Z,Albania,6
2020-05-10T00:00:00.000Z,Albania,12
2020-05-11T00:00:00.000Z,Albania,4
2020-05-12T00:00:00.000Z,Albania,4
2020-05-13T00:00:00.000Z,Albania,4
2020-05-14T00:00:00.000Z,Albania,18
2020-05-15T00:00:00.000Z,Albania,18
2020-05-16T00:00:00.000Z,Albania,17
2020-05-17T00:00:00.000Z,Albania,13
2020-05-18T00:00:00.000Z,Albania,2
2020-05-19T00:00:00.000Z,Albania,1
2020-05-20T00:00:00.000Z,Albania,15
2020-05-21T00:00:00.000Z,Albania,5
2020-05-22T00:00:00.000Z,Albania,12
2020-05-23T00:00:00.000Z,Albania,8
2020-05-24T00:00:00.000Z,Albania,9
2020-05-25T00:00:00.000Z,Albania,6
2020-05-26T00:00:00.000Z,Albania,25
2020-05-27T00:00:00.000Z,Albania,21
2020-05-28T00:00:00.000Z,Albania,26
2020-05-29T00:00:00.000Z,Albania,23
2020-05-30T00:00:00.000Z,Albania,23
2020-05-31T00:00:00.000Z,Albania,15
2020-06-01T00:00:00.000Z,Albania,6
2020-06-02T00:00:00.000Z,Albania,21
2020-06-03T00:00:00.000Z,Albania,20
2020-06-04T00:00:00.000Z,Albania,13
2020-06-05T00:00:00.000Z,Albania,15
2020-06-06T00:00:00.000Z,Albania,20
2020-06-07T00:00:00.000Z,Albania,14
2020-06-08T00:00:00.000Z,Albania,17
2020-06-09T00:00:00.000Z,Albania,36
2020-06-10T00:00:00.000Z,Albania,42
2020-01-23T00:00:00.000Z,Algeria,0
2020-01-24T00:00:00.000Z,Algeria,0
2020-01-25T00:00:00.000Z,Algeria,0
2020-01-26T00:00:00.000Z,Algeria,0
2020-01-27T00:00:00.000Z,Algeria,0
2020-01-28T00:00:00.000Z,Algeria,0
2020-01-29T00:00:00.000Z,Algeria,0
2020-01-30T00:00:00.000Z,Algeria,0
2020-01-31T00:00:00.000Z,Algeria,0
2020-02-01T00:00:00.000Z,Algeria,0
2020-02-02T00:00:00.000Z,Algeria,0
2020-02-03T00:00:00.000Z,Algeria,0
2020-02-04T00:00:00.000Z,Algeria,0
2020-02-05T00:00:00.000Z,Algeria,0
2020-02-06T00:00:00.000Z,Algeria,0
2020-02-07T00:00:00.000Z,Algeria,0
2020-02-08T00:00:00.000Z,Algeria,0
2020-02-09T00:00:00.000Z,Algeria,0
2020-02-10T00:00:00.000Z,Algeria,0
2020-02-11T00:00:00.000Z,Algeria,0
2020-02-12T00:00:00.000Z,Algeria,0
2020-02-13T00:00:00.000Z,Algeria,0
2020-02-14T00:00:00.000Z,Algeria,0
2020-02-15T00:00:00.000Z,Algeria,0
2020-02-16T00:00:00.000Z,Algeria,0
2020-02-17T00:00:00.000Z,Algeria,0
2020-02-18T00:00:00.000Z,Algeria,0
2020-02-19T00:00:00.000Z,Algeria,0
2020-02-20T00:00:00.000Z,Algeria,0
2020-02-21T00:00:00.000Z,Algeria,0
2020-02-22T00:00:00.000Z,Algeria,0
2020-02-23T00:00:00.000Z,Algeria,0
2020-02-24T00:00:00.000Z,Algeria,0
2020-02-25T00:00:00.000Z,Algeria,1
2020-02-26T00:00:00.000Z,Algeria,0
2020-02-27T00:00:00.000Z,Algeria,0
2020-02-28T00:00:00.000Z,Algeria,0
2020-02-29T00:00:00.000Z,Algeria,0
2020-03-01T00:00:00.000Z,Algeria,0
2020-03-02T00:00:00.000Z,Algeria,2
2020-03-03T00:00:00.000Z,Algeria,2
2020-03-04T00:00:00.000Z,Algeria,7
2020-03-05T00:00:00.000Z,Algeria,0
2020-03-06T00:00:00.000Z,Algeria,5
2020-03-07T00:00:00.000Z,Algeria,0
2020-03-08T00:00:00.000Z,Algeria,2
2020-03-09T00:00:00.000Z,Algeria,1
2020-03-10T00:00:00.000Z,Algeria,0
2020-03-11T00:00:00.000Z,Algeria,0
2020-03-12T00:00:00.000Z,Algeria,4
2020-03-13T00:00:00.000Z,Algeria,2
2020-03-14T00:00:00.000Z,Algeria,11
2020-03-15T00:00:00.000Z,Algeria,11
2020-03-16T00:00:00.000Z,Algeria,6
2020-03-17T00:00:00.000Z,Algeria,6
2020-03-18T00:00:00.000Z,Algeria,14
2020-03-19T00:00:00.000Z,Algeria,13
2020-03-20T00:00:00.000Z,Algeria,3
2020-03-21T00:00:00.000Z,Algeria,49
2020-03-22T00:00:00.000Z,Algeria,62
2020-03-23T00:00:00.000Z,Algeria,29
2020-03-24T00:00:00.000Z,Algeria,34
2020-03-25T00:00:00.000Z,Algeria,38
2020-03-26T00:00:00.000Z,Algeria,65
2020-03-27T00:00:00.000Z,Algeria,42
2020-03-28T00:00:00.000Z,Algeria,45
2020-03-29T00:00:00.000Z,Algeria,57
2020-03-30T00:00:00.000Z,Algeria,73
2020-03-31T00:00:00.000Z,Algeria,132
2020-04-01T00:00:00.000Z,Algeria,131
2020-04-02T00:00:00.000Z,Algeria,139
2020-04-03T00:00:00.000Z,Algeria,185
2020-04-04T00:00:00.000Z,Algeria,80
2020-04-05T00:00:00.000Z,Algeria,69
2020-04-06T00:00:00.000Z,Algeria,103
2020-04-07T00:00:00.000Z,Algeria,45
2020-04-08T00:00:00.000Z,Algeria,104
2020-04-09T00:00:00.000Z,Algeria,94
2020-04-10T00:00:00.000Z,Algeria,95
2020-04-11T00:00:00.000Z,Algeria,64
2020-04-12T00:00:00.000Z,Algeria,89
2020-04-13T00:00:00.000Z,Algeria,69
2020-04-14T00:00:00.000Z,Algeria,87
2020-04-15T00:00:00.000Z,Algeria,90
2020-04-16T00:00:00.000Z,Algeria,108
2020-04-17T00:00:00.000Z,Algeria,150
2020-04-18T00:00:00.000Z,Algeria,116
2020-04-19T00:00:00.000Z,Algeria,95
2020-04-20T00:00:00.000Z,Algeria,89
2020-04-21T00:00:00.000Z,Algeria,93
2020-04-22T00:00:00.000Z,Algeria,99
2020-04-23T00:00:00.000Z,Algeria,97
2020-04-24T00:00:00.000Z,Algeria,120
2020-04-25T00:00:00.000Z,Algeria,129
2020-04-26T00:00:00.000Z,Algeria,126
2020-04-27T00:00:00.000Z,Algeria,135
2020-04-28T00:00:00.000Z,Algeria,132
2020-04-29T00:00:00.000Z,Algeria,199
2020-04-30T00:00:00.000Z,Algeria,158
2020-05-01T00:00:00.000Z,Algeria,148
2020-05-02T00:00:00.000Z,Algeria,141
2020-05-03T00:00:00.000Z,Algeria,179
2020-05-04T00:00:00.000Z,Algeria,174
2020-05-05T00:00:00.000Z,Algeria,190
2020-05-06T00:00:00.000Z,Algeria,159
2020-05-07T00:00:00.000Z,Algeria,185
2020-05-08T00:00:00.000Z,Algeria,187
2020-05-09T00:00:00.000Z,Algeria,189
2020-05-10T00:00:00.000Z,Algeria,165
2020-05-11T00:00:00.000Z,Algeria,168
2020-05-12T00:00:00.000Z,Algeria,176
2020-05-13T00:00:00.000Z,Algeria,186
2020-05-14T00:00:00.000Z,Algeria,189
2020-05-15T00:00:00.000Z,Algeria,187
2020-05-16T00:00:00.000Z,Algeria,192
2020-05-17T00:00:00.000Z,Algeria,198
2020-05-18T00:00:00.000Z,Algeria,182
2020-05-19T00:00:00.000Z,Algeria,176
2020-05-20T00:00:00.000Z,Algeria,165
2020-05-21T00:00:00.000Z,Algeria,186
2020-05-22T00:00:00.000Z,Algeria,190
2020-05-23T00:00:00.000Z,Algeria,195
2020-05-24T00:00:00.000Z,Algeria,193
2020-05-25T00:00:00.000Z,Algeria,197
2020-05-26T00:00:00.000Z,Algeria,194
2020-05-27T00:00:00.000Z,Algeria,160
2020-05-28T00:00:00.000Z,Algeria,140
2020-05-29T00:00:00.000Z,Algeria,137
2020-05-30T00:00:00.000Z,Algeria,133
2020-05-31T00:00:00.000Z,Algeria,127
2020-06-01T00:00:00.000Z,Algeria,119
2020-06-02T00:00:00.000Z,Algeria,113
2020-06-03T00:00:00.000Z,Algeria,107
2020-06-04T00:00:00.000Z,Algeria,98
2020-06-05T00:00:00.000Z,Algeria,104
2020-06-06T00:00:00.000Z,Algeria,115
2020-06-07T00:00:00.000Z,Algeria,104
2020-06-08T00:00:00.000Z,Algeria,111
2020-06-09T00:00:00.000Z,Algeria,117
2020-06-10T00:00:00.000Z,Algeria,102
2020-01-23T00:00:00.000Z,Andorra,0
2020-01-24T00:00:00.000Z,Andorra,0
2020-01-25T00:00:00.000Z,Andorra,0
2020-01-26T00:00:00.000Z,Andorra,0
2020-01-27T00:00:00.000Z,Andorra,0
2020-01-28T00:00:00.000Z,Andorra,0
2020-01-29T00:00:00.000Z,Andorra,0
2020-01-30T00:00:00.000Z,Andorra,0
2020-01-31T00:00:00.000Z,Andorra,0
2020-02-01T00:00:00.000Z,Andorra,0
2020-02-02T00:00:00.000Z,Andorra,0
2020-02-03T00:00:00.000Z,Andorra,0
2020-02-04T00:00:00.000Z,Andorra,0
2020-02-05T00:00:00.000Z,Andorra,0
2020-02-06T00:00:00.000Z,Andorra,0
2020-02-07T00:00:00.000Z,Andorra,0
2020-02-08T00:00:00.000Z,Andorra,0
2020-02-09T00:00:00.000Z,Andorra,0
2020-02-10T00:00:00.000Z,Andorra,0
2020-02-11T00:00:00.000Z,Andorra,0
2020-02-12T00:00:00.000Z,Andorra,0
2020-02-13T00:00:00.000Z,Andorra,0
2020-02-14T00:00:00.000Z,Andorra,0
2020-02-15T00:00:00.000Z,Andorra,0
2020-02-16T00:00:00.000Z,Andorra,0
2020-02-17T00:00:00.000Z,Andorra,0
2020-02-18T00:00:00.000Z,Andorra,0
2020-02-19T00:00:00.000Z,Andorra,0
2020-02-20T00:00:00.000Z,Andorra,0
2020-02-21T00:00:00.000Z,Andorra,0
2020-02-22T00:00:00.000Z,Andorra,0
2020-02-23T00:00:00.000Z,Andorra,0
2020-02-24T00:00:00.000Z,Andorra,0
2020-02-25T00:00:00.000Z,Andorra,0
2020-02-26T00:00:00.000Z,Andorra,0
2020-02-27T00:00:00.000Z,Andorra,0
2020-02-28T00:00:00.000Z,Andorra,0
2020-02-29T00:00:00.000Z,Andorra,0
2020-03-01T00:00:00.000Z,Andorra,0
2020-03-02T00:00:00.000Z,Andorra,1
2020-03-03T00:00:00.000Z,Andorra,0
2020-03-04T00:00:00.000Z,Andorra,0
2020-03-05T00:00:00.000Z,Andorra,0
2020-03-06T00:00:00.000Z,Andorra,0
2020-03-07T00:00:00.000Z,Andorra,0
2020-03-08T00:00:00.000Z,Andorra,0
2020-03-09T00:00:00.000Z,Andorra,0
2020-03-10T00:00:00.000Z,Andorra,0
2020-03-11T00:00:00.000Z,Andorra,0
2020-03-12T00:00:00.000Z,Andorra,0
2020-03-13T00:00:00.000Z,Andorra,0
2020-03-14T00:00:00.000Z,Andorra,0
2020-03-15T00:00:00.000Z,Andorra,0
2020-03-16T00:00:00.000Z,Andorra,1
2020-03-17T00:00:00.000Z,Andorra,37
2020-03-18T00:00:00.000Z,Andorra,0
2020-03-19T00:00:00.000Z,Andorra,14
2020-03-20T00:00:00.000Z,Andorra,22
2020-03-21T00:00:00.000Z,Andorra,13
2020-03-22T00:00:00.000Z,Andorra,25
2020-03-23T00:00:00.000Z,Andorra,20
2020-03-24T00:00:00.000Z,Andorra,31
2020-03-25T00:00:00.000Z,Andorra,24
2020-03-26T00:00:00.000Z,Andorra,36
2020-03-27T00:00:00.000Z,Andorra,43
2020-03-28T00:00:00.000Z,Andorra,41
2020-03-29T00:00:00.000Z,Andorra,26
2020-03-30T00:00:00.000Z,Andorra,36
2020-03-31T00:00:00.000Z,Andorra,6
2020-04-01T00:00:00.000Z,Andorra,14
2020-04-02T00:00:00.000Z,Andorra,38
2020-04-03T00:00:00.000Z,Andorra,11
2020-04-04T00:00:00.000Z,Andorra,27
2020-04-05T00:00:00.000Z,Andorra,35
2020-04-06T00:00:00.000Z,Andorra,24
2020-04-07T00:00:00.000Z,Andorra,20
2020-04-08T00:00:00.000Z,Andorra,19
2020-04-09T00:00:00.000Z,Andorra,19
2020-04-10T00:00:00.000Z,Andorra,18
2020-04-11T00:00:00.000Z,Andorra,0
2020-04-12T00:00:00.000Z,Andorra,37
2020-04-13T00:00:00.000Z,Andorra,8
2020-04-14T00:00:00.000Z,Andorra,13
2020-04-15T00:00:00.000Z,Andorra,14
2020-04-16T00:00:00.000Z,Andorra,0
2020-04-17T00:00:00.000Z,Andorra,23
2020-04-18T00:00:00.000Z,Andorra,8
2020-04-19T00:00:00.000Z,Andorra,9
2020-04-20T00:00:00.000Z,Andorra,4
2020-04-21T00:00:00.000Z,Andorra,0
2020-04-22T00:00:00.000Z,Andorra,6
2020-04-23T00:00:00.000Z,Andorra,0
2020-04-24T00:00:00.000Z,Andorra,8
2020-04-25T00:00:00.000Z,Andorra,7
2020-04-26T00:00:00.000Z,Andorra,0
2020-04-27T00:00:00.000Z,Andorra,5
2020-04-28T00:00:00.000Z,Andorra,0
2020-04-29T00:00:00.000Z,Andorra,0
2020-04-30T00:00:00.000Z,Andorra,2
2020-05-01T00:00:00.000Z,Andorra,0
2020-05-02T00:00:00.000Z,Andorra,2
2020-05-03T00:00:00.000Z,Andorra,1
2020-05-04T00:00:00.000Z,Andorra,2
2020-05-05T00:00:00.000Z,Andorra,1
2020-05-06T00:00:00.000Z,Andorra,0
2020-05-07T00:00:00.000Z,Andorra,1
2020-05-08T00:00:00.000Z,Andorra,0
2020-05-09T00:00:00.000Z,Andorra,2
2020-05-10T00:00:00.000Z,Andorra,1
2020-05-11T00:00:00.000Z,Andorra,0
2020-05-12T00:00:00.000Z,Andorra,3
2020-05-13T00:00:00.000Z,Andorra,2
2020-05-14T00:00:00.000Z,Andorra,1
2020-05-15T00:00:00.000Z,Andorra,0
2020-05-16T00:00:00.000Z,Andorra,0
2020-05-17T00:00:00.000Z,Andorra,0
2020-05-18T00:00:00.000Z,Andorra,0
2020-05-19T00:00:00.000Z,Andorra,0
2020-05-20T00:00:00.000Z,Andorra,1
2020-05-21T00:00:00.000Z,Andorra,0
2020-05-22T00:00:00.000Z,Andorra,0
2020-05-23T00:00:00.000Z,Andorra,0
2020-05-24T00:00:00.000Z,Andorra,0
2020-05-25T00:00:00.000Z,Andorra,1
2020-05-26T00:00:00.000Z,Andorra,0
2020-05-27T00:00:00.000Z,Andorra,0
2020-05-28T00:00:00.000Z,Andorra,0
2020-05-29T00:00:00.000Z,Andorra,1
2020-05-30T00:00:00.000Z,Andorra,0
2020-05-31T00:00:00.000Z,Andorra,0
2020-06-01T00:00:00.000Z,Andorra,1
2020-06-02T00:00:00.000Z,Andorra,79
2020-06-03T00:00:00.000Z,Andorra,7
2020-06-04T00:00:00.000Z,Andorra,1
2020-06-05T00:00:00.000Z,Andorra,0
2020-06-06T00:00:00.000Z,Andorra,0
2020-06-07T00:00:00.000Z,Andorra,0
2020-06-08T00:00:00.000Z,Andorra,0
2020-06-09T00:00:00.000Z,Andorra,0
2020-06-10T00:00:00.000Z,Andorra,0
2020-01-23T00:00:00.000Z,Angola,0
2020-01-24T00:00:00.000Z,Angola,0
2020-01-25T00:00:00.000Z,Angola,0
2020-01-26T00:00:00.000Z,Angola,0
2020-01-27T00:00:00.000Z,Angola,0
2020-01-28T00:00:00.000Z,Angola,0
2020-01-29T00:00:00.000Z,Angola,0
2020-01-30T00:00:00.000Z,Angola,0
2020-01-31T00:00:00.000Z,Angola,0
2020-02-01T00:00:00.000Z,Angola,0
2020-02-02T00:00:00.000Z,Angola,0
2020-02-03T00:00:00.000Z,Angola,0
2020-02-04T00:00:00.000Z,Angola,0
2020-02-05T00:00:00.000Z,Angola,0
2020-02-06T00:00:00.000Z,Angola,0
2020-02-07T00:00:00.000Z,Angola,0
