Date,Province_State,TargetValue
2020-01-26T00:00:00.000Z,Alaska,0
2020-01-27T00:00:00.000Z,Alaska,0
2020-01-28T00:00:00.000Z,Alaska,0
2020-01-29T00:00:00.000Z,Alaska,0
2020-01-30T00:00:00.000Z,Alaska,0
2020-01-31T00:00:00.000Z,Alaska,0
2020-02-01T00:00:00.000Z,Alaska,0
2020-02-02T00:00:00.000Z,Alaska,0
2020-02-03T00:00:00.000Z,Alaska,0
2020-02-04T00:00:00.000Z,Alaska,0
2020-02-05T00:00:00.000Z,Alaska,0
2020-02-06T00:00:00.000Z,Alaska,0
2020-02-07T00:00:00.000Z,Alaska,0
2020-02-08T00:00:00.000Z,Alaska,0
2020-02-09T00:00:00.000Z,Alaska,0
2020-02-10T00:00:00.000Z,Alaska,0
2020-02-11T00:00:00.000Z,Alaska,0
2020-02-12T00:00:00.000Z,Alaska,0
2020-02-13T00:00:00.000Z,Alaska,0
2020-02-14T00:00:00.000Z,Alaska,0
2020-02-15T00:00:00.000Z,Alaska,0
2020-02-16T00:00:00.000Z,Alaska,0
2020-02-17T00:00:00.000Z,Alaska,0
2020-02-18T00:00:00.000Z,Alaska,0
2020-02-19T00:00:00.000Z,Alaska,0
2020-02-20T00:00:00.000Z,Alaska,0
2020-02-21T00:00:00.000Z,Alaska,0
2020-02-22T00:00:00.000Z,Alaska,0
2020-02-23T00:00:00.000Z,Alaska,0
2020-02-24T00:00:00.000Z,Alaska,0
2020-02-25T00:00:00.000Z,Alaska,0
2020-02-26T00:00:00.000Z,Alaska,0
2020-02-27T00:00:00.000Z,Alaska,0
2020-02-28T00:00:00.000Z,Alaska,0
2020-02-29T00:00:00.000Z,Alaska,0
2020-03-01T00:00:00.000Z,Alaska,0
2020-03-02T00:00:00.000Z,Alaska,0
2020-03-03T00:00:00.000Z,Alaska,0
2020-03-04T00:00:00.000Z,Alaska,0
2020-03-05T00:00:00.000Z,Alaska,0
2020-03-06T00:00:00.000Z,Alaska,0
2020-03-07T00:00:00.000Z,Alaska,0
2020-03-08T00:00:00.000Z,Alaska,0
2020-03-09T00:00:00.000Z,Alaska,0
2020-03-10T00:00:00.000Z,Alaska,0
2020-03-11T00:00:00.000Z,Alaska,0
2020-03-12T00:00:00.000Z,Alaska,0
2020-03-13T00:00:00.000Z,Alaska,1
2020-03-14T00:00:00.000Z,Alaska,-1
2020-03-15T00:00:00.000Z,Alaska,1
2020-03-16T00:00:00.000Z,Alaska,0
2020-03-17T00:00:00.000Z,Alaska,2
2020-03-18T00:00:00.000Z,Alaska,3
2020-03-19T00:00:00.000Z,Alaska,3
2020-03-20T00:00:00.000Z,Alaska,3
2020-03-21T00:00:00.000Z,Alaska,3
2020-03-22T00:00:00.000Z,Alaska,5
2020-03-23T00:00:00.000Z,Alaska,10
2020-03-24T00:00:00.000Z,Alaska,4
2020-03-25T00:00:00.000Z,Alaska,7
2020-03-26T00:00:00.000Z,Alaska,15
2020-03-27T00:00:00.000Z,Alaska,2
2020-03-28T00:00:00.000Z,Alaska,27
2020-03-29T00:00:00.000Z,Alaska,17
2020-03-30T00:00:00.000Z,Alaska,12
2020-03-31T00:00:00.000Z,Alaska,5
2020-04-01T00:00:00.000Z,Alaska,13
2020-04-02T00:00:00.000Z,Alaska,11
2020-04-03T00:00:00.000Z,Alaska,14
2020-04-04T00:00:00.000Z,Alaska,14
2020-04-05T00:00:00.000Z,Alaska,14
2020-04-06T00:00:00.000Z,Alaska,5
2020-04-07T00:00:00.000Z,Alaska,23
2020-04-08T00:00:00.000Z,Alaska,13
2020-04-09T00:00:00.000Z,Alaska,9
2020-04-10T00:00:00.000Z,Alaska,11
2020-04-11T00:00:00.000Z,Alaska,11
2020-04-12T00:00:00.000Z,Alaska,15
2020-04-13T00:00:00.000Z,Alaska,5
2020-04-14T00:00:00.000Z,Alaska,8
2020-04-15T00:00:00.000Z,Alaska,8
2020-04-16T00:00:00.000Z,Alaska,7
2020-04-17T00:00:00.000Z,Alaska,9
2020-04-18T00:00:00.000Z,Alaska,5
2020-04-19T00:00:00.000Z,Alaska,5
2020-04-20T00:00:00.000Z,Alaska,2
2020-04-21T00:00:00.000Z,Alaska,8
2020-04-22T00:00:00.000Z,Alaska,6
2020-04-23T00:00:00.000Z,Alaska,2
2020-04-24T00:00:00.000Z,Alaska,2
2020-04-25T00:00:00.000Z,Alaska,0
2020-04-26T00:00:00.000Z,Alaska,1
2020-04-27T00:00:00.000Z,Alaska,5
2020-04-28T00:00:00.000Z,Alaska,6
2020-04-29T00:00:00.000Z,Alaska,4
2020-04-30T00:00:00.000Z,Alaska,0
2020-05-01T00:00:00.000Z,Alaska,9
2020-05-02T00:00:00.000Z,Alaska,1
2020-05-03T00:00:00.000Z,Alaska,3
2020-05-04T00:00:00.000Z,Alaska,2
2020-05-05T00:00:00.000Z,Alaska,1
2020-05-06T00:00:00.000Z,Alaska,1
2020-05-07T00:00:00.000Z,Alaska,2
2020-05-08T00:00:00.000Z,Alaska,3
2020-05-09T00:00:00.000Z,Alaska,1
2020-05-10T00:00:00.000Z,Alaska,1
2020-05-11T00:00:00.000Z,Alaska,0
2020-05-12T00:00:00.000Z,Alaska,4
2020-05-13T00:00:00.000Z,Alaska,0
2020-05-14T00:00:00.000Z,Alaska,0
2020-05-15T00:00:00.000Z,Alaska,5
2020-05-16T00:00:00.000Z,Alaska,0
2020-05-17T00:00:00.000Z,Alaska,0
2020-05-18T00:00:00.000Z,Alaska,0
2020-05-19T00:00:00.000Z,Alaska,12
2020-05-20T00:00:00.000Z,Alaska,1
2020-05-21T00:00:00.000Z,Alaska,0
2020-05-22T00:00:00.000Z,Alaska,2
2020-05-23T00:00:00.000Z,Alaska,4
2020-05-24T00:00:00.000Z,Alaska,0
2020-05-25T00:00:00.000Z,Alaska,1
2020-05-26T00:00:00.000Z,Alaska,2
2020-05-27T00:00:00.000Z,Alaska,1
2020-05-28T00:00:00.000Z,Alaska,13
2020-05-29T00:00:00.000Z,Alaska,5
2020-05-30T00:00:00.000Z,Alaska,4
2020-05-31T00:00:00.000Z,Alaska,26
2020-06-01T00:00:00.000Z,Alaska,7
2020-06-02T00:00:00.000Z,Alaska,20
2020-06-03T00:00:00.000Z,Alaska,18
2020-06-04T00:00:00.000Z,Alaska,8
2020-06-05T00:00:00.000Z,Alaska,11
2020-06-06T00:00:00.000Z,Alaska,12
2020-06-07T00:00:00.000Z,Alaska,8
2020-06-08T00:00:00.000Z,Alaska,19
2020-06-09T00:00:00.000Z,Alaska,10
2020-06-10T00:00:00.000Z,Alaska,20
2020-01-23T00:00:00.000Z,Arizona,0
2020-01-24T00:00:00.000Z,Arizona,0
2020-01-25T00:00:00.000Z,Arizona,0
2020-01-26T00:00:00.000Z,Arizona,0
2020-01-27T00:00:00.000Z,Arizona,0
2020-01-28T00:00:00.000Z,Arizona,0
2020-01-29T00:00:00.000Z,Arizona,0
2020-01-30T00:00:00.000Z,Arizona,0
2020-01-31T00:00:00.000Z,Arizona,0
2020-02-01T00:00:00.000Z,Arizona,0
2020-02-02T00:00:00.000Z,Arizona,0
2020-02-03T00:00:00.000Z,Arizona,0
2020-02-04T00:00:00.000Z,Arizona,0
2020-02-05T00:00:00.000Z,Arizona,0
2020-02-06T00:00:00.000Z,Arizona,0
2020-02-07T00:00:00.000Z,Arizona,0
2020-02-08T00:00:00.000Z,Arizona,0
2020-02-09T00:00:00.000Z,Arizona,0
2020-02-10T00:00:00.000Z,Arizona,0
2020-02-11T00:00:00.000Z,Arizona,0
2020-02-12T00:00:00.000Z,Arizona,0
2020-02-13T00:00:00.000Z,Arizona,0
2020-02-14T00:00:00.000Z,Arizona,0
2020-02-15T00:00:00.000Z,Arizona,0
2020-02-16T00:00:00.000Z,Arizona,0
2020-02-17T00:00:00.000Z,Arizona,0
2020-02-18T00:00:00.000Z,Arizona,0
2020-02-19T00:00:00.000Z,Arizona,0
2020-02-20T00:00:00.000Z,Arizona,0
2020-02-21T00:00:00.000Z,Arizona,0
2020-02-22T00:00:00.000Z,Arizona,0
2020-02-23T00:00:00.000Z,Arizona,0
2020-02-24T00:00:00.000Z,Arizona,0
2020-02-25T00:00:00.000Z,Arizona,0
2020-02-26T00:00:00.000Z,Arizona,0
2020-02-27T00:00:00.000Z,Arizona,0
2020-02-28T00:00:00.000Z,Arizona,0
2020-02-29T00:00:00.000Z,Arizona,0
2020-03-01T00:00:00.000Z,Arizona,0
2020-03-02T00:00:00.000Z,Arizona,0
2020-03-03T00:00:00.000Z,Arizona,0
2020-03-04T00:00:00.000Z,Arizona,0
2020-03-05T00:00:00.000Z,Arizona,0
2020-03-06T00:00:00.000Z,Arizona,0
2020-03-07T00:00:00.000Z,Arizona,0
2020-03-08T00:00:00.000Z,Arizona,0
2020-03-09T00:00:00.000Z,Arizona,0
2020-03-10T00:00:00.000Z,Arizona,6
2020-03-11T00:00:00.000Z,Arizona,3
2020-03-12T00:00:00.000Z,Arizona,0
2020-03-13T00:00:00.000Z,Arizona,0
2020-03-14T00:00:00.000Z,Arizona,3
2020-03-15T00:00:00.000Z,Arizona,1
2020-03-16T00:00:00.000Z,Arizona,5
2020-03-17T00:00:00.000Z,Arizona,2
2020-03-18T00:00:00.000Z,Arizona,7
2020-03-19T00:00:00.000Z,Arizona,18
2020-03-20T00:00:00.000Z,Arizona,33
2020-03-21T00:00:00.000Z,Arizona,40
2020-03-22T00:00:00.000Z,Arizona,34
2020-03-23T00:00:00.000Z,Arizona,83
2020-03-24T00:00:00.000Z,Arizona,91
2020-03-25T00:00:00.000Z,Arizona,75
2020-03-26T00:00:00.000Z,Arizona,107
2020-03-27T00:00:00.000Z,Arizona,157
2020-03-28T00:00:00.000Z,Arizona,108
2020-03-29T00:00:00.000Z,Arizona,146
2020-03-30T00:00:00.000Z,Arizona,238
2020-03-31T00:00:00.000Z,Arizona,132
2020-04-01T00:00:00.000Z,Arizona,241
2020-04-02T00:00:00.000Z,Arizona,185
2020-04-03T00:00:00.000Z,Arizona,222
2020-04-04T00:00:00.000Z,Arizona,250
2020-04-05T00:00:00.000Z,Arizona,299
2020-04-06T00:00:00.000Z,Arizona,246
2020-04-07T00:00:00.000Z,Arizona,138
2020-04-08T00:00:00.000Z,Arizona,166
2020-04-09T00:00:00.000Z,Arizona,-18
2020-04-10T00:00:00.000Z,Arizona,94
2020-04-11T00:00:00.000Z,Arizona,281
2020-04-12T00:00:00.000Z,Arizona,149
2020-04-13T00:00:00.000Z,Arizona,163
2020-04-14T00:00:00.000Z,Arizona,104
2020-04-15T00:00:00.000Z,Arizona,155
2020-04-16T00:00:00.000Z,Arizona,273
2020-04-17T00:00:00.000Z,Arizona,274
2020-04-18T00:00:00.000Z,Arizona,213
2020-04-19T00:00:00.000Z,Arizona,209
2020-04-20T00:00:00.000Z,Arizona,135
2020-04-21T00:00:00.000Z,Arizona,188
2020-04-22T00:00:00.000Z,Arizona,217
2020-04-23T00:00:00.000Z,Arizona,299
2020-04-24T00:00:00.000Z,Arizona,273
2020-04-25T00:00:00.000Z,Arizona,241
2020-04-26T00:00:00.000Z,Arizona,248
2020-04-27T00:00:00.000Z,Arizona,191
2020-04-28T00:00:00.000Z,Arizona,230
2020-04-29T00:00:00.000Z,Arizona,254
2020-04-30T00:00:00.000Z,Arizona,446
2020-05-01T00:00:00.000Z,Arizona,314
2020-05-02T00:00:00.000Z,Arizona,395
2020-05-03T00:00:00.000Z,Arizona,276
2020-05-04T00:00:00.000Z,Arizona,284
2020-05-05T00:00:00.000Z,Arizona,381
2020-05-06T00:00:00.000Z,Arizona,402
2020-05-07T00:00:00.000Z,Arizona,238
2020-05-08T00:00:00.000Z,Arizona,581
2020-05-09T00:00:00.000Z,Arizona,434
2020-05-10T00:00:00.000Z,Arizona,159
2020-05-11T00:00:00.000Z,Arizona,264
2020-05-12T00:00:00.000Z,Arizona,353
2020-05-13T00:00:00.000Z,Arizona,480
2020-05-14T00:00:00.000Z,Arizona,458
2020-05-15T00:00:00.000Z,Arizona,495
2020-05-16T00:00:00.000Z,Arizona,497
2020-05-17T00:00:00.000Z,Arizona,279
2020-05-18T00:00:00.000Z,Arizona,263
2020-05-19T00:00:00.000Z,Arizona,368
2020-05-20T00:00:00.000Z,Arizona,330
2020-05-21T00:00:00.000Z,Arizona,442
2020-05-22T00:00:00.000Z,Arizona,276
2020-05-23T00:00:00.000Z,Arizona,429
2020-05-24T00:00:00.000Z,Arizona,324
2020-05-25T00:00:00.000Z,Arizona,198
2020-05-26T00:00:00.000Z,Arizona,289
2020-05-27T00:00:00.000Z,Arizona,454
2020-05-28T00:00:00.000Z,Arizona,559
2020-05-29T00:00:00.000Z,Arizona,595
2020-05-30T00:00:00.000Z,Arizona,786
2020-05-31T00:00:00.000Z,Arizona,678
2020-06-01T00:00:00.000Z,Arizona,193
2020-06-02T00:00:00.000Z,Arizona,1135
2020-06-03T00:00:00.000Z,Arizona,1092
2020-06-04T00:00:00.000Z,Arizona,530
2020-06-05T00:00:00.000Z,Arizona,1553
2020-06-06T00:00:00.000Z,Arizona,1012
2020-06-07T00:00:00.000Z,Arizona,1538
2020-06-08T00:00:00.000Z,Arizona,689
2020-06-09T00:00:00.000Z,Arizona,618
2020-06-10T00:00:00.000Z,Arizona,1556
2020-01-23T00:00:00.000Z,Arkansas,0
2020-01-24T00:00:00.000Z,Arkansas,0
2020-01-25T00:00:00.000Z,Arkansas,0
2020-01-26T00:00:00.000Z,Arkansas,0
2020-01-27T00:00:00.000Z,Arkansas,0
2020-01-28T00:00:00.000Z,Arkansas,0
2020-01-29T00:00:00.000Z,Arkansas,0
2020-01-30T00:00:00.000Z,Arkansas,0
2020-01-31T00:00:00.000Z,Arkansas,0
2020-02-01T00:00:00.000Z,Arkansas,0
2020-02-02T00:00:00.000Z,Arkansas,0
2020-02-03T00:00:00.000Z,Arkansas,0
2020-02-04T00:00:00.000Z,Arkansas,0
2020-02-05T00:00:00.000Z,Arkansas,0
2020-02-06T00:00:00.000Z,Arkansas,0
2020-02-07T00:00:00.000Z,Arkansas,0
2020-02-08T00:00:00.000Z,Arkansas,0
2020-02-09T00:00:00.000Z,Arkansas,0
2020-02-10T00:00:00.000Z,Arkansas,0
2020-02-11T00:00:00.000Z,Arkansas,0
2020-02-12T00:00:00.000Z,Arkansas,0
2020-02-13T00:00:00.000Z,Arkansas,0
2020-02-14T00:00:00.000Z,Arkansas,0
2020-02-15T00:00:00.000Z,Arkansas,0
2020-02-16T00:00:00.000Z,Arkansas,0
2020-02-17T00:00:00.000Z,Arkansas,0
2020-02-18T00:00:00.000Z,Arkansas,0
2020-02-19T00:00:00.000Z,Arkansas,0
2020-02-20T00:00:00.000Z,Arkansas,0
2020-02-21T00:00:00.000Z,Arkansas,0
2020-02-22T00:00:00.000Z,Arkansas,0
2020-02-23T00:00:00.000Z,Arkansas,0
2020-02-24T00:00:00.000Z,Arkansas,0
2020-02-25T00:00:00.000Z,Arkansas,0
2020-02-26T00:00:00.000Z,Arkansas,0
2020-02-27T00:00:00.000Z,Arkansas,0
2020-02-28T00:00:00.000Z,Arkansas,0
2020-02-29T00:00:00.000Z,Arkansas,0
2020-03-01T00:00:00.000Z,Arkansas,0
2020-03-02T00:00:00.000Z,Arkansas,0
2020-03-03T00:00:00.000Z,Arkansas,0
2020-03-04T00:00:00.000Z,Arkansas,0
2020-03-05T00:00:00.000Z,Arkansas,0
2020-03-06T00:00:00.000Z,Arkansas,0
2020-03-07T00:00:00.000Z,Arkansas,0
2020-03-08T00:00:00.000Z,Arkansas,0
2020-03-09T00:00:00.000Z,Arkansas,0
2020-03-10T00:00:00.000Z,Arkansas,0
2020-03-11T00:00:00.000Z,Arkansas,1
2020-03-12T00:00:00.000Z,Arkansas,5
2020-03-13T00:00:00.000Z,Arkansas,0
2020-03-14T00:00:00.000Z,Arkansas,6
2020-03-15T00:00:00.000Z,Arkansas,4
2020-03-16T00:00:00.000Z,Arkansas,6
2020-03-17T00:00:00.000Z,Arkansas,0
2020-03-18T00:00:00.000Z,Arkansas,11
2020-03-19T00:00:00.000Z,Arkansas,29
2020-03-20T00:00:00.000Z,Arkansas,34
2020-03-21T00:00:00.000Z,Arkansas,26
2020-03-22T00:00:00.000Z,Arkansas,43
2020-03-23T00:00:00.000Z,Arkansas,27
2020-03-24T00:00:00.000Z,Arkansas,27
2020-03-25T00:00:00.000Z,Arkansas,61
2020-03-26T00:00:00.000Z,Arkansas,55
2020-03-27T00:00:00.000Z,Arkansas,46
2020-03-28T00:00:00.000Z,Arkansas,28
2020-03-29T00:00:00.000Z,Arkansas,17
2020-03-30T00:00:00.000Z,Arkansas,47
2020-03-31T00:00:00.000Z,Arkansas,50
2020-04-01T00:00:00.000Z,Arkansas,61
2020-04-02T00:00:00.000Z,Arkansas,59
2020-04-03T00:00:00.000Z,Arkansas,61
2020-04-04T00:00:00.000Z,Arkansas,39
2020-04-05T00:00:00.000Z,Arkansas,94
2020-04-06T00:00:00.000Z,Arkansas,38
2020-04-07T00:00:00.000Z,Arkansas,71
2020-04-08T00:00:00.000Z,Arkansas,54
2020-04-09T00:00:00.000Z,Arkansas,119
2020-04-10T00:00:00.000Z,Arkansas,52
2020-04-11T00:00:00.000Z,Arkansas,57
2020-04-12T00:00:00.000Z,Arkansas,52
2020-04-13T00:00:00.000Z,Arkansas,130
2020-04-14T00:00:00.000Z,Arkansas,88
2020-04-15T00:00:00.000Z,Arkansas,71
2020-04-16T00:00:00.000Z,Arkansas,51
2020-04-17T00:00:00.000Z,Arkansas,75
2020-04-18T00:00:00.000Z,Arkansas,49
2020-04-19T00:00:00.000Z,Arkansas,37
2020-04-20T00:00:00.000Z,Arkansas,192
2020-04-21T00:00:00.000Z,Arkansas,17
2020-04-22T00:00:00.000Z,Arkansas,286
2020-04-23T00:00:00.000Z,Arkansas,323
2020-04-24T00:00:00.000Z,Arkansas,211
2020-04-25T00:00:00.000Z,Arkansas,101
2020-04-26T00:00:00.000Z,Arkansas,90
2020-04-27T00:00:00.000Z,Arkansas,68
2020-04-28T00:00:00.000Z,Arkansas,58
2020-04-29T00:00:00.000Z,Arkansas,66
2020-04-30T00:00:00.000Z,Arkansas,88
2020-05-01T00:00:00.000Z,Arkansas,56
2020-05-02T00:00:00.000Z,Arkansas,35
2020-05-03T00:00:00.000Z,Arkansas,65
2020-05-04T00:00:00.000Z,Arkansas,54
2020-05-05T00:00:00.000Z,Arkansas,34
2020-05-06T00:00:00.000Z,Arkansas,86
2020-05-07T00:00:00.000Z,Arkansas,92
2020-05-08T00:00:00.000Z,Arkansas,44
2020-05-09T00:00:00.000Z,Arkansas,0
2020-05-10T00:00:00.000Z,Arkansas,265
2020-05-11T00:00:00.000Z,Arkansas,31
2020-05-12T00:00:00.000Z,Arkansas,121
2020-05-13T00:00:00.000Z,Arkansas,72
2020-05-14T00:00:00.000Z,Arkansas,130
2020-05-15T00:00:00.000Z,Arkansas,97
2020-05-16T00:00:00.000Z,Arkansas,115
2020-05-17T00:00:00.000Z,Arkansas,181
2020-05-18T00:00:00.000Z,Arkansas,54
2020-05-19T00:00:00.000Z,Arkansas,110
2020-05-20T00:00:00.000Z,Arkansas,80
2020-05-21T00:00:00.000Z,Arkansas,455
2020-05-22T00:00:00.000Z,Arkansas,154
2020-05-23T00:00:00.000Z,Arkansas,163
2020-05-24T00:00:00.000Z,Arkansas,147
2020-05-25T00:00:00.000Z,Arkansas,107
2020-05-26T00:00:00.000Z,Arkansas,151
2020-05-27T00:00:00.000Z,Arkansas,97
2020-05-28T00:00:00.000Z,Arkansas,261
2020-05-29T00:00:00.000Z,Arkansas,239
2020-05-30T00:00:00.000Z,Arkansas,236
2020-05-31T00:00:00.000Z,Arkansas,240
2020-06-01T00:00:00.000Z,Arkansas,190
2020-06-02T00:00:00.000Z,Arkansas,375
2020-06-03T00:00:00.000Z,Arkansas,249
2020-06-04T00:00:00.000Z,Arkansas,358
2020-06-05T00:00:00.000Z,Arkansas,226
2020-06-06T00:00:00.000Z,Arkansas,450
2020-06-07T00:00:00.000Z,Arkansas,325
2020-06-08T00:00:00.000Z,Arkansas,314
2020-06-09T00:00:00.000Z,Arkansas,340
2020-06-10T00:00:00.000Z,Arkansas,288
2020-01-23T00:00:00.000Z,California,0
2020-01-24T00:00:00.000Z,California,0
2020-01-25T00:00:00.000Z,California,0
2020-01-26T00:00:00.000Z,California,0
2020-01-27T00:00:00.000Z,California,0
2020-01-28T00:00:00.000Z,California,0
2020-01-29T00:00:00.000Z,California,0
2020-01-30T00:00:00.000Z,California,0
2020-01-31T00:00:00.000Z,California,0
2020-02-01T00:00:00.000Z,California,0
2020-02-02T00:00:00.000Z,California,0
2020-02-03T00:00:00.000Z,California,0
2020-02-04T00:00:00.000Z,California,0
2020-02-05T00:00:00.000Z,California,0
2020-02-06T00:00:00.000Z,California,0
2020-02-07T00:00:00.000Z,California,0
2020-02-08T00:00:00.000Z,California,0
2020-02-09T00:00:00.000Z,California,0
